ID,type,http__www_w3_org_2004_02_skos_core_closeMatch,http__purl_org_dc_terms_description,http__www_w3_org_1999_02_22-rdf-syntax-ns_type
https://aphia.org/ns/traits/body_size#https://aphia.org/ns/traits/body_size,concept,https://kos.lifewatch.eu/thesauri/traits/c_efccde31,"A measurement of the size of the organism. The measurement used to express body size varies within taxonomic groups. For example, some disciplines measure diameter, others carapace length, total body length or wing span. Also, body size can vary with gender and life stage.",https://aphia.org/ns/attribute-trait/Trait
